UF,regional,municipio,co_municipio,no_municipio
MG,SRE BARBACENA,SENHORA DOS REMÉDIOS,3166204,Senhora dos Remédios
RS,12º CRE (Guaíba),Sentinela do Sul,4320354,Sentinela do Sul
BA,10,Sento Sé,2930204,Sento Sé
RS,16º CRE (Bento Gonçalves),Serafina Corrêa,4320404,Serafina Corrêa
MG,SRE PONTE NOVA,SERICITA,3166303,Sericita
RO,SÃO FRANCISCO,Seringueiras,1101500,Seringueiras
RS,3º CRE (Estrela),Sério,4320453,Sério
MG,SRE CAXAMBU,SERITINGA,3166402,Seritinga
ES,SRE Carapina,Serra,3205002,Serra
SC,Coordenadoria Regional de Educação de Maravilha,Serra Alta,4217550,Serra Alta
SP,RIBEIRAO PRETO,SERRA AZUL,3551405,Serra Azul
MG,SRE DIAMANTINA,SERRA AZUL DE MINAS,3166501,Serra Azul de Minas
PB,Monteiro,Serra Branca,2515500,Serra Branca
RN,4,serra caiada,2410306,Serra Caiada
PB,Guarabira,Serra da Raiz,2515609,Serra da Raiz
RN,3,serra de são bento,2413300,Serra de São Bento
RN,12,serra do mel,2413359,Serra do Mel
AP,AP,Serra do Navio,1600055,Serra do Navio
BA,2,Serra do Ramalho,2930154,Serra do Ramalho
MG,SRE PATROCÍNIO,SERRA DO SALITRE,3166808,Serra do Salitre
MG,SRE TEÓFILO OTONI,SERRA DOS AIMORÉS,3166709,Serra dos Aimorés
BA,23,SERRA DOURADA,2930303,Serra Dourada
PB,Itaporanga,Serra Grande,2515708,Serra Grande
SP,MOGI MIRIM,SERRA NEGRA,3551603,Serra Negra
RN,10,serra negra do norte,2413409,Serra Negra do Norte
MT,CONFRESA,Serra Nova Dourada,5107883,Serra Nova Dourada
BA,15,SERRA PRETA,2930402,Serra Preta
PB,Itabaiana,Serra Redonda,2515807,Serra Redonda
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Serra Talhada,2613909,Serra Talhada
SP,RIBEIRAO PRETO,SERRANA,3551504,Serrana
MG,SRE POÇOS DE CALDAS,SERRANIA,3166907,Serrania
MA,pinheiro,serrano do maranhao,2111789,Serrano do Maranhão
GO,CRE-JATAI,SERRANÓPOLIS,5220504,Serranópolis
MG,SRE JANAÚBA,SERRANÓPOLIS DE MINAS,3166956,Serranópolis de Minas
PR,FOZ DO IGUACU,SERRANOPOLIS DO IGUACU,4126355,Serranópolis do Iguaçu
MG,SRE CAXAMBU,SERRANOS,3167004,Serranos
PB,Guarabira,Serraria,2515906,Serraria
BA,4,Serrinha,2930501,Serrinha
RN,3,serrinha,2413508,Serrinha
RN,14,serrinha dos pintos,2413557,Serrinha dos Pintos
PE,SERTÃO CENTRAL (SALGUEIRO),Serrita,2614006,Serrita
MG,SRE DIAMANTINA,SERRO,3167103,Serro
BA,16,SERROLANDIA,2930600,Serrolândia
PR,CORNELIO PROCOPIO,SERTANEJA,4126405,Sertaneja
PE,SERTÃO DO MOXOTÓ IPANEMA (ARCOVERDE),Sertânia,2614105,Sertânia
PR,LONDRINA,SERTANOPOLIS,4126504,Sertanópolis
RS,7º CRE (Passo Fundo),Sertão,4320503,Sertão
RS,12º CRE (Guaíba),Sertão Santana,4320552,Sertão Santana
PB,Guarabira,Sertãozinho,2515930,Sertãozinho
SP,SERTAOZINHO,SERTAOZINHO,3551702,Sertãozinho
SP,REGISTRO,SETE BARRAS,3551801,Sete Barras
RS,14º CRE (Santo Ângelo),Sete de Setembro,4320578,Sete de Setembro
MG,SRE SETE LAGOAS,SETE LAGOAS,3167202,Sete Lagoas
MS,CRE 8,Sete Quedas,5007703,Sete Quedas
MG,SRE TEÓFILO OTONI,SETUBINHA,3165552,Setubinha
RS,15º CRE (Erechim),Severiano de Almeida,4320602,Severiano de Almeida
RN,13,severiano melo,2413607,Severiano Melo
SP,BARRETOS,SEVERINIA,3551900,Severínia
SC,Coordenadoria Regional de Educação de Criciúma,Siderópolis,4217600,Siderópolis
MS,CRE 2,Sidrolândia,5007901,Sidrolândia
PI,05ª,SIGEFREDO PACHECO,2210656,Sigefredo Pacheco
RJ,SERRANA II,Silva Jardim,3305604,Silva Jardim
GO,CRE-SILVÂNIA,SILVÂNIA,5220603,Silvânia
TO,PORTO NACIONAL,Silvanópolis,1720655,Silvanópolis
RS,8º CRE (Santa Maria),Silveira Martins,4320651,Silveira Martins
MG,SRE UBÁ,SILVEIRÂNIA,3167301,Silveirânia
SP,GUARATINGUETA,SILVEIRAS,3552007,Silveiras
AM,Centro Amazonense,Silves,1304005,Silves
MG,SRE POUSO ALEGRE,SILVIANÓPOLIS,3167400,Silvianópolis
SE,DRE02,SIMAO DIAS,2807105,Simão Dias
MG,SRE JUIZ DE FORA,SIMÃO PEREIRA,3167509,Simão Pereira
PI,16ª,SIMOES,2210706,Simões
BA,26,SIMOES FILHO,2930709,Simões Filho
GO,CRE-POSSE,SIMOLÂNDIA,5220686,Simolândia
MG,SRE MANHUAÇU,SIMONÉSIA,3167608,Simonésia
PI,12ª,SIMPLICIO MENDES,2210805,Simplício Mendes
RS,6º CRE (Santa Cruz do Sul),Sinimbu,4320677,Sinimbu
MT,SINOP,Sinop,5107909,Sinop
PR,IBAITI,SIQUEIRA CAMPOS,4126603,Siqueira Campos
PE,MATA SUL (PALMARES),Sirinhaém,2614204,Sirinhaém
SE,DRE04,SIRIRI,2807204,Siriri
GO,CRE-POSSE,Sítio d'Abadia,5220702,Sítio d'Abadia
BA,2,Sítio do Mato,2930758,Sítio do Mato
BA,17,Sítio do Quinto,2930766,Sítio do Quinto
MA,imperatriz,sitio novo,2111805,Sítio Novo
RN,7,sitio novo,2413706,Sítio Novo
TO,ARAGUATINS,Sítio Novo do Tocantins,1720804,Sítio Novo do Tocantins
BA,10,Sobradinho,2930774,Sobradinho
RS,6º CRE (Santa Cruz do Sul),Sobradinho,4320701,Sobradinho
PB,João Pessoa,Sobrado,2515971,Sobrado
CE,CREDE 06,Sobral,2312908,Sobral
MG,SRE GOVERNADOR VALADARES,SOBRÁLIA,3167707,Sobrália
SP,BRAGANCA PAULISTA,SOCORRO,3552106,Socorro
PI,12ª,SOCORRO DO PIAUI,2210904,Socorro do Piauí
PB,Guarabira,Solânea,2516003,Solânea
PB,Campina Grande,Soledade,2516102,Soledade
RS,25º CRE (Soledade),Soledade,4320800,Soledade
MG,SRE CAXAMBU,SOLEDADE DE MINAS,3167806,Soledade de Minas
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Solidão,2614402,Solidão
CE,CREDE 14,Solonópole,2313005,Solonópole
SC,Coordenadoria Regional de Educação de Araranguá,Sombrio,4217709,Sombrio
MS,CRE 4,Sonora,5007935,Sonora
ES,SRE Linhares,Sooretama,3205010,Sooretama
SP,SOROCABA,SOROCABA,3552205,Sorocaba
MT,SINOP,Sorriso,5107925,Sorriso
PB,Cuité,Sossêgo,2516151,Sossêgo
PA,cachoeira do arari,soure,1507904,Soure
PB,Sousa,Sousa,2516201,Sousa
BA,3,Souto Soares,2930808,Souto Soares
TO,GURUPI,Sucupira,1720853,Sucupira
MA,são joao dos patos,sucupira do norte,2111904,Sucupira do Norte
MA,são joao dos patos,sucupira do riachao,2111953,Sucupira do Riachão
SP,ANDRADINA,SUD MENNUCCI,3552304,Sud Mennucci
SC,Coordenadoria Regional de Educação de Maravilha,Sul Brasil,4217758,Sul Brasil
PR,PATO BRANCO,SULINA,4126652,Sulina
SP,SUMARE,SUMARE,3552403,Sumaré
PB,Monteiro,Sumé,2516300,Sumé
RJ,SERRANA II,Sumidouro,3305703,Sumidouro
PE,VALE DO CAPIBARIBE (LIMOEIRO),Surubim,2614501,Surubim
PI,09ª,SUSSUAPARA,2210938,Sussuapara
SP,JALES,SUZANAPOLIS,3552551,Suzanápolis
SP,SUZANO,SUZANO,3552502,Suzano
RS,3º CRE (Estrela),Tabaí,4320859,Tabaí
MT,SINOP,Tabaporã,5107941,Tabaporã
SP,CATANDUVA,TABAPUA,3552601,Tabapuã
AM,Sudoeste Amazonense,Tabatinga,1304062,Tabatinga
SP,TAQUARITINGA,TABATINGA,3552700,Tabatinga
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Tabira,2614600,Tabira
SP,TABOAO DA SERRA,TABOAO DA SERRA,3552809,Taboão da Serra
TO,GUARAI,Fortaleza do Tabocão,1708254,Tabocão
BA,23,TABOCAS DO BREJO VELHO,2930907,Tabocas do Brejo Velho
RN,13,Taboleiro Grande,2413805,Taboleiro Grande
MG,SRE UBÁ,TABULEIRO,3167905,Tabuleiro
CE,CREDE 10,Tabuleiro do Norte,2313104,Tabuleiro do Norte
PE,AGRESTE CENTRO NORTE (CARUARU),Tacaimbó,2614709,Tacaimbó
PE,SERTÃO DO SUBMÉDIO SÃO FRANCISCO (FLORESTA),Tacaratu,2614808,Tacaratu
SP,PRESIDENTE PRUDENTE,TACIBA,3552908,Taciba
PB,Guarabira,Tacima,2516409,Tacima
MS,CRE 8,Tacuru,5007950,Tacuru
SP,PIRAJU,TAGUAI,3553005,Taguaí
TO,DIANOPOLIS,Taguatinga,1720903,Taguatinga
SP,JABOTICABAL,TAIACU,3553104,Taiaçu
PA,abaetetuba,tailândia,1507953,Tailândia
SC,Coordenadoria Regional de Educação de Taió,Taió,4217808,Taió
MG,SRE ARAÇUAÍ,TAIOBEIRAS,3168002,Taiobeiras
TO,DIANOPOLIS,Taipas do Tocantins,1720937,Taipas do Tocantins
RN,5,taipu,2413904,Taipu
SP,JABOTICABAL,TAIUVA,3553203,Taiúva
TO,GURUPI,Talismã,1720978,Talismã
PE,MATA SUL (PALMARES),Tamandaré,2614857,Tamandaré
PR,LONDRINA,TAMARANA,4126678,Tamarana
SP,SAO JOAO DA BOA VISTA,TAMBAU,3553302,Tambaú
PR,PARANAVAI,TAMBOARA,4126702,Tamboara
CE,CREDE 13,Tamboril,2313203,Tamboril
PI,13ª,Tamboril do Piauí,2210953,Tamboril do Piauí
SP,JOSE BONIFACIO,TANABI,3553401,Tanabi
RN,7,tangara,2414001,Tangará
SC,Coordenadoria Regional de Educação de Videira,Tangará,4217907,Tangará
MT,TANGARÁ DA SERRA,Tangará da Serra,5107958,Tangará da Serra
RJ,METROPOLITANA II,Tanguá.,3305752,Tanguá
BA,13,Tanhaçu,2931004,Tanhaçu
AL,3a GEE,Tanque D'Arca,2709004,Tanque d'Arca
PI,08ª,Tanque do Piauí,2210979,Tanque do Piauí
BA,13,Tanque Novo,2931053,Tanque Novo
BA,19,TANQUINHO,2931103,Tanquinho
MG,SRE CARATINGA,TAPARUBA,3168051,Taparuba
AM,Sul Amazonense,Tapauá,1304104,Tapauá
PR,CIANORTE,TAPEJARA,4126801,Tapejara
RS,7º CRE (Passo Fundo),Tapejara,4320909,Tapejara
RS,25º CRE (Soledade),Tapera,4321006,Tapera
BA,6,Taperoá,2931202,Taperoá
PB,Campina Grande,Taperoá,2516508,Taperoá
RS,12º CRE (Guaíba),Tapes,4321105,Tapes
MG,SRE UBERABA,TAPIRA,3168101,Tapira
PR,UMUARAMA,TAPIRA,4126900,Tapira
MG,SRE DIVINÓPOLIS,TAPIRAÍ,3168200,Tapiraí
SP,VOTORANTIM,TAPIRAI,3553500,Tapiraí
BA,14,TAPIRAMUTA,2931301,Tapiramutá
SP,SAO JOAO DA BOA VISTA,TAPIRATIBA,3553609,Tapiratiba
MT,SINOP,Tapurah,5108006,Tapurah
RS,2º CRE (São Leopoldo),Taquara,4321204,Taquara
MG,SRE METROPOLITANA C,TAQUARAÇU DE MINAS,3168309,Taquaraçu de Minas
SP,JABOTICABAL,TAQUARAL,3553658,Taquaral
GO,CRE-INHUMAS,TAQUARAL DE GOIÁS,5221007,Taquaral de Goiás
AL,5a GEE,Taquarana,2709103,Taquarana
RS,3º CRE (Estrela),Taquari,4321303,Taquari
SP,TAQUARITINGA,TAQUARITINGA,3553708,Taquaritinga
PE,AGRESTE CENTRO NORTE (CARUARU),Taquaritinga do Norte,2615003,Taquaritinga do Norte
SP,AVARE,TAQUARITUBA,3553807,Taquarituba
SP,ITAPEVA,TAQUARIVAI,3553856,Taquarivaí
RS,20º CRE (Palmeira das Missões),Taquaruçu do Sul,4321329,Taquaruçu do Sul
MS,CRE 9,Taquarussu,5007976,Taquarussu
SP,MIRANTE DO PARANAPANEMA,TARABAI,3553906,Tarabai
AC,TARAUACÁ / ENVIRA,TARAUACÁ,1200609,Tarauacá
CE,CREDE 18,Tarrafas,2313252,Tarrafas
AP,AP,Tartarugalzinho,1600709,Tartarugalzinho
SP,ASSIS,TARUMA,3553955,Tarumã
MG,SRE CARATINGA,TARUMIRIM,3168408,Tarumirim
MA,balsas,tasso fragoso,2112001,Tasso Fragoso
SP,ITAPETININGA,TATUI,3554003,Tatuí
CE,CREDE 15,Tauá,2313302,Tauá
SP,TAUBATE,TAUBATE,3554102,Taubaté
PB,Princesa Isabel,Tavares,2516607,Tavares
RS,11º CRE (Osório),Tavares,4321352,Tavares
AM,Centro Amazonense,Tefé,1304203,Tefé
PB,Patos,Teixeira,2516706,Teixeira
BA,7,Teixeira de Freitas,2931350,Teixeira de Freitas
PR,IRATI,TEIXEIRA SOARES,4127007,Teixeira Soares
MG,SRE PONTE NOVA,TEIXEIRAS,3168507,Teixeiras
RO,OURO PRETO,Teixeirópolis,1101559,Teixeirópolis
CE,CREDE 02,Tejuçuoca,2313351,Tejuçuoca
SP,PIRAJU,TEJUPA,3554201,Tejupá
PR,TELEMACO BORBA,TELEMACO BORBA,4127106,Telêmaco Borba
SE,DRE06,TELHA,2807303,Telha
RN,15,tenente ananias,2414100,Tenente Ananias
RN,9,tenente laurentino cruz,2414159,Tenente Laurentino Cruz
RS,21º CRE (Três Passos),Tenente Portela,4321402,Tenente Portela
PB,Campina Grande,Tenório,2516755,Tenório
BA,19,TEODORO SAMPAIO,2931400,Teodoro Sampaio
SP,MIRANTE DO PARANAPANEMA,TEODORO SAMPAIO,3554300,Teodoro Sampaio
BA,4,Teofilândia,2931509,Teofilândia
MG,SRE TEÓFILO OTONI,TEÓFILO OTONI,3168606,Teófilo Otoni
BA,6,Teolândia,2931608,Teolândia
AL,2a GEE,Teotônio Vilela,2709152,Teotônio Vilela
MS,CRE 2,Terenos,5008008,Terenos
PI,Teresina,TERESINA,2211001,Teresina
GO,CRE-CAMPOS BELOS,TERESINA DE GOIÁS,5221080,Teresina de Goiás
RJ,SERRANA I,Teresópolis,3305802,Teresópolis
PE,AGRESTE MERIDIONAL (GARANHUNS),Terezinha,2615102,Terezinha
GO,CRE-ANÁPOLIS,TEREZÓPOLIS DE GOIÁS,5221197,Terezópolis de Goiás
PA,castanhal,terra alta,1507961,Terra Alta
PR,CIANORTE,TERRA BOA,4127205,Terra Boa
RS,11º CRE (Osório),Terra de Areia,4321436,Terra de Areia
BA,19,TERRA NOVA,2931707,Terra Nova
PE,SERTÃO CENTRAL (SALGUEIRO),Terra Nova,2615201,Terra Nova
MT,MATUPÁ,Terra Nova do Norte,5108055,Terra Nova do Norte
PR,PARANAVAI,TERRA RICA,4127304,Terra Rica
PR,TOLEDO,TERRA ROXA,4127403,Terra Roxa
SP,SERTAOZINHO,TERRA ROXA,3554409,Terra Roxa
PA,Óbidos,terra santa,1507979,Terra Santa
MT,RONDONÓPOLIS,Tesouro,5108105,Tesouro
RS,3º CRE (Estrela),Teutônia,4321451,Teutônia
RO,JARU,Theobroma,1101609,Theobroma
CE,CREDE 05,Tianguá,2313401,Tianguá
PR,PONTA GROSSA,TIBAGI,4127502,Tibagi
RN,12,tibau,2411056,Tibau
RN,2,tibau do sul,2414209,Tibau do Sul
SP,ITU,TIETE,3554508,Tietê
SC,Coordenadoria Regional de Educação de Maravilha,Tigrinhos,4217956,Tigrinhos
SC,Coordenadoria Regional de Educação de Brusque,Tijucas,4218004,Tijucas
PR,AREA METROPOLITANA SUL,TIJUCAS DO SUL,4127601,Tijucas do Sul
PE,MATA NORTE (NAZARÉ DA MATA),Timbaúba,2615300,Timbaúba
RN,10,timbauba dos batistas,2414308,Timbaúba dos Batistas
SC,Coordenadoria Regional de Educação de Araranguá,Timbé do Sul,4218103,Timbé do Sul
MA,codo,timbiras,2112100,Timbiras
SC,Coordenadoria Regional de Educação de Timbó,Timbó,4218202,Timbó
SC,Coordenadoria Regional de Educação de Caçador,Timbó Grande,4218251,Timbó Grande
SP,PIRAJU,TIMBURI,3554607,Timburi
MA,timon,timon,2112209,Timon
MG,SRE CORONEL FABRICIANO,TIMÓTEO,3168705,Timóteo
RS,39º CRE (Carazinho),Tio Hugo,4321469,Tio Hugo
MG,SRE SÃO JOÃO DEL REI,TIRADENTES,3168804,Tiradentes
RS,21º CRE (Três Passos),Tiradentes do Sul,4321477,Tiradentes do Sul
MG,SRE PATOS DE MINAS,TIROS,3168903,Tiros
SE,DRE02,TOBIAS BARRETO,2807402,Tobias Barreto
TO,MIRACEMA DO TOCANTINS,Tocantínia,1721109,Tocantínia
TO,TOCANTINOPOLIS,Tocantinópolis,1721208,Tocantinópolis
MG,SRE UBÁ,TOCANTINS,3169000,Tocantins
MG,SRE POUSO ALEGRE,TOCOS DO MOJI,3169059,Tocos do Moji
MG,SRE POUSO ALEGRE,TOLEDO,3169109,Toledo
PR,TOLEDO,TOLEDO,4127700,Toledo
SE,DRE01,TOMAR DO GERU,2807501,Tomar do Geru
PR,IBAITI,TOMAZINA,4127809,Tomazina
MG,SRE CARANGOLA,TOMBOS,3169208,Tombos
PA,santa izabel do Pará,tomé-açu,1508001,Tomé-Açu
AM,Sudoeste Amazonense,Tonantins,1304237,Tonantins
PE,AGRESTE CENTRO NORTE (CARUARU),Toritama,2615409,Toritama
MT,BARRA DO GARÇAS,Torixoréu,5108204,Torixoréu
RS,8º CRE (Santa Maria),Toropi,4321493,Toropi
SP,BOTUCATU,TORRE DE PEDRA,3554656,Torre de Pedra
RS,11º CRE (Osório),Torres,4321501,Torres
SP,JAU,TORRINHA,3554706,Torrinha
RN,5,touros,2414407,Touros
SP,ARARAQUARA,TRABIJU,3554755,Trabiju
PA,Bragança,tracuateua,1508035,Tracuateua
PE,MATA NORTE (NAZARÉ DA MATA),Tracunhaém,2615508,Tracunhaém
AL,5a GEE,Traipu,2709202,Traipu
PA,itaituba,trairão,1508050,Trairão
CE,CREDE 02,Trairi,2313500,Trairi
RJ,SERRANA II,Trajano de Moraes.,3305901,Trajano de Moraes
RS,11º CRE (Osório),Tramandaí,4321600,Tramandaí
RS,3º CRE (Estrela),Travesseiro,4321626,Travesseiro
BA,20,TREMEDAL,2931806,Tremedal
SP,PINDAMONHANGABA,TREMEMBE,3554805,Tremembé
RS,15º CRE (Erechim),Três Arroios,4321634,Três Arroios
SC,Coordenadoria Regional de Educação de Canoinhas,Três Barras,4218301,Três Barras
PR,CASCAVEL,TRES BARRAS DO PARANA,4127858,Três Barras do Paraná
RS,11º CRE (Osório),Três Cachoeiras,4321667,Três Cachoeiras
MG,SRE VARGINHA,TRÊS CORAÇÕES,3169307,Três Corações
RS,2º CRE (São Leopoldo),Três Coroas,4321709,Três Coroas
RS,17º CRE (Santa Rosa),Três de Maio,4321808,Três de Maio
RS,11º CRE (Osório),Três Forquilhas,4321832,Três Forquilhas
SP,JALES,TRES FRONTEIRAS,3554904,Três Fronteiras
MS,CRE 12,Três Lagoas,5008305,Três Lagoas
MG,SRE CURVELO,TRÊS MARIAS,3169356,Três Marias
RS,39º CRE (Carazinho),Três Palmeiras,4321857,Três Palmeiras
RS,21º CRE (Três Passos),Três Passos,4321907,Três Passos
MG,SRE VARGINHA,TRÊS PONTAS,3169406,Três Pontas
GO,CRE-CATALÃO,TRÊS RANCHOS,5221304,Três Ranchos
RJ,SERRANA I,Três Rios.,3306008,Três Rios
SC,Coordenadoria Regional de Educação de Criciúma,Treviso,4218350,Treviso
SC,Coordenadoria Regional de Educação de Tubarão,Treze de Maio,4218400,Treze de Maio
SC,Coordenadoria Regional de Educação de Joaçaba,Treze Tílias,4218509,Treze Tílias
GO,CRE-TRINDADE,TRINDADE,5221403,Trindade
PE,SERTÃO DO ARARIPE (ARARIPINA),Trindade,2615607,Trindade
RS,39º CRE (Carazinho),Trindade do Sul,4321956,Trindade do Sul
PB,Cajazeiras,Triunfo,2516805,Triunfo
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Triunfo,2615706,Triunfo
RS,27º CRE (Canoas),Triunfo,4322004,Triunfo
RN,11,triunfo potiguar,2414456,Triunfo Potiguar
MA,pedreiras,trizidela do vale,2112233,Trizidela do Vale
GO,CRE-PORANGATU,TROMBAS,5221452,Trombas
SC,Coordenadoria Regional de Educação de Rio do Sul,Trombudo Central,4218608,Trombudo Central
SC,Coordenadoria Regional de Educação de Tubarão,Tubarão,4218707,Tubarão
BA,4,Tucano,2931905,Tucano
PA,Xinguara,tucumã,1508084,Tucumã
RS,17º CRE (Santa Rosa),Tucunduva,4322103,Tucunduva
PA,tucuruí,tucuruí,1508100,Tucuruí
MA,santa ines,tufilandia,2112274,Tufilândia
SP,BRAGANCA PAULISTA,TUIUTI,3554953,Tuiuti
MG,SRE GOVERNADOR VALADARES,TUMIRITINGA,3169505,Tumiritinga
SC,Coordenadoria Regional de Educação de Itapiranga,Tunápolis,4218756,Tunápolis
RS,25º CRE (Soledade),Tunas,4322152,Tunas
PR,AREA METROPOLITANA NORTE,TUNAS DO PARANA,4127882,Tunas do Paraná
PR,CIANORTE,TUNEIRAS DO OESTE,4127908,Tuneiras do Oeste
MA,presidente dutra,tuntum,2112308,Tuntum
SP,TUPA,TUPA,3555000,Tupã
MG,SRE UBERLÂNDIA,TUPACIGUARA,3169604,Tupaciguara
PE,SERTÃO DO MOXOTÓ IPANEMA (ARCOVERDE),Tupanatinga,2615805,Tupanatinga
RS,15º CRE (Erechim),Tupanci do Sul,4322186,Tupanci do Sul
RS,9º CRE (Cruz Alta),Tupanciretã,4322202,Tupanciretã
RS,2º CRE (São Leopoldo),Tupandi,4322251,Tupandi
RS,17º CRE (Santa Rosa),Tuparendi,4322301,Tuparendi
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Tuparetama,2615904,Tuparetama
PR,ASSIS CHATEAUBRIAND,TUPASSI,4127957,Tupãssi
SP,ADAMANTINA,TUPI PAULISTA,3555109,Tupi Paulista
TO,PEDRO AFONSO,Tupirama,1721257,Tupirama
TO,COLINAS DO TOCANTINS,Tupiratins,1721307,Tupiratins
MA,pinheiro,turiacu,2112407,Turiaçu
MA,pinheiro,turilandia,2112456,Turilândia
SP,BIRIGUI,TURIUBA,3555208,Turiúba
MG,SRE DIAMANTINA,TURMALINA,3169703,Turmalina
SP,FERNANDOPOLIS,TURMALINA,3555307,Turmalina
RS,5º CRE (Pelotas),Turuçu,4322327,Turuçu
CE,CREDE 02,Tururu,2313559,Tururu
GO,CRE-SÃO L. M. BELOS,TURVÂNIA,5221502,Turvânia
GO,CRE-SANTA HELENA,TURVELÂNDIA,5221551,Turvelândia
PR,GUARAPUAVA,TURVO,4127965,Turvo
SC,Coordenadoria Regional de Educação de Araranguá,Turvo,4218806,Turvo
MG,SRE VARGINHA,TURVOLÂNDIA,3169802,Turvolândia
MA,chapadinha,tutoia,2112506,Tutóia
AM,Centro Amazonense,Uarini,1304260,Uarini
BA,10,Uauá,2932002,Uauá
MG,SRE UBÁ,UBÁ,3169901,Ubá
MG,SRE JANUÁRIA,UBAÍ,3170008,Ubaí
BA,9,Ubaíra,2932101,Ubaíra
BA,5,Ubaitaba,2932200,Ubaitaba
CE,CREDE 05,Ubajara,2313609,Ubajara
MG,SRE CARATINGA,UBAPORANGA,3170057,Ubaporanga
SP,JOSE BONIFACIO,UBARANA,3555356,Ubarana
BA,22,UBATA,2932309,Ubatã
SP,CARAGUATATUBA,UBATUBA,3555406,Ubatuba
MG,SRE UBERABA,UBERABA,3170107,Uberaba
MG,SRE UBERLÂNDIA,UBERLÂNDIA,3170206,Uberlândia
SP,BAURU,UBIRAJARA,3555505,Ubirajara
PR,GOIOERE,UBIRATA,4128005,Ubiratã
RS,14º CRE (Santo Ângelo),Ubiretama,4322343,Ubiretama
SP,SAO JOSE DO RIO PRETO,UCHOA,3555604,Uchoa
BA,1,Uibaí,2932408,Uibaí
RR,RR,Uiramuta,1400704,Uiramutã
GO,CRE-ITAPACI,UIRAPURU,5221577,Uirapuru
PB,Cajazeiras,Uiraúna,2516904,Uiraúna
PA,Mãe do rio,Ulianópolis,1508126,Ulianópolis
CE,CREDE 17,Umari,2313708,Umari
RN,14,umarizal,2414506,Umarizal
SE,DRE01,UMBAUBA,2807600,Umbaúba
BA,16,UMBURANAS,2932457,Umburanas
MG,SRE TEÓFILO OTONI,UMBURATIBA,3170305,Umburatiba
PB,Campina Grande,Umbuzeiro,2517001,Umbuzeiro
CE,CREDE 02,Umirim,2313757,Umirim
PR,UMUARAMA,UMUARAMA,4128104,Umuarama
BA,5,Una,2932507,Una
MG,SRE UNAÍ,UNAÍ,3170404,Unaí
PI,18ª,UNIAO,2211100,União
RS,7º CRE (Passo Fundo),União da Serra,4322350,União da Serra
PR,UNIAO DA VITORIA,UNIAO DA VITORIA,4128203,União da Vitória
MG,SRE UBERABA,UNIÃO DE MINAS,3170438,União de Minas
SC,Coordenadoria Regional de Educação de Maravilha,União do Oeste,4218855,União do Oeste
MT,SINOP,União do Sul,5108303,União do Sul
AL,7a GEE,União dos Palmares,2709301,União dos Palmares
SP,JOSE BONIFACIO,UNIAO PAULISTA,3555703,União Paulista
PR,PARANAVAI,UNIFLOR,4128302,Uniflor
RS,35º CRE (São Borja),Unistalda,4322376,Unistalda
RN,12,upanema,2414605,Upanema
PR,CORNELIO PROCOPIO,URAI,4128401,Uraí
BA,13,Urandi,2932606,Urandi
SP,JALES,URANIA,3555802,Urânia
MA,itapecuru-mirim,urbano santos,2112605,Urbano Santos
SP,LINS,URU,3555901,Uru
GO,CRE-URUAÇU,URUAÇU,5221601,Uruaçu
GO,CRE-ITAPURANGA,URUANA,5221700,Uruana
MG,SRE UNAÍ,URUANA DE MINAS,3170479,Uruana de Minas
PA,altamira,Uruará,1508159,Uruará
SC,Coordenadoria Regional de Educação de São Joaquim,Urubici,4218905,Urubici
CE,CREDE 02,Uruburetama,2313807,Uruburetama
MG,SRE PONTE NOVA,URUCÂNIA,3170503,Urucânia
AM,Centro Amazonense,Urucará,1304302,Urucará
BA,5,Uruçuca,2932705,Uruçuca
PI,11ª,URUCUI,2211209,Uruçuí
MG,SRE JANUÁRIA,URUCUIA,3170529,Urucuia
AM,Centro Amazonense,Urucurituba,1304401,Urucurituba
RS,10º CRE (Uruguaiana),Uruguaiana,4322400,Uruguaiana
CE,CREDE 04,Uruoca,2313906,Uruoca
RO,JI-PARANÁ,Urupá,1101708,Urupá
SC,Coordenadoria Regional de Educação de São Joaquim,Urupema,4218954,Urupema
SP,JOSE BONIFACIO,URUPES,3556008,Urupês
SC,Coordenadoria Regional de Educação de Criciúma,Urussanga,4219002,Urussanga
GO,CRE-PIRES DO RIO,URUTAÍ,5221809,Urutaí
BA,3,Utinga,2932804,Utinga
RS,23º CRE (Vacaria),Vacaria,4322509,Vacaria
MT,PONTES E LACERDA,Vale de São Domingos,5108352,Vale de São Domingos
RO,MACHADINHO,Vale do Anari,1101757,Vale do Anari
RO,OURO PRETO,Vale do Paraíso,1101807,Vale do Paraíso
RS,6º CRE (Santa Cruz do Sul),Vale do Sol,4322533,Vale do Sol
RS,2º CRE (São Leopoldo),Vale Real,4322541,Vale Real
